period_time,ac_id,lng,lat,heading
36000,B9960,113.59210648090186,28.633114047981717,3.3635260359567143
36000,B1712,114.77984338911585,30.53571034639765,283.212534568589
36000,B1373,113.99470222767141,34.032715645052605,165.41413340335902
36000,ACFT#131,112.97554215247139,29.026076387914703,35.242518815187324
36000,B2371,115.03368819725897,30.484182027385636,283.33635734735407
36000,ACFT#395,114.21668870964811,33.323632654746845,165.30799032905622
36000,B6290,113.61735326563729,28.97628723438987,3.867607525874741
36000,B6955,115.35418551637194,30.493840871782027,232.28807586782295
36000,B8446,111.35625306119785,29.25317151672189,68.06759798427824
36000,B8632,114.79984665402549,30.686501583469475,301.64724645111266
36000,B1916,113.59398304678938,28.661146357780666,3.3649867256017174
36000,B6992,113.70117363937692,29.92937338605881,24.007481358540346
36000,B5392,109.57363910638658,33.66188709989109,180.8295529382659
36000,B6773,109.5367159421413,32.5274262100779,181.55405144971127
36000,ACFT#375,109.72426527745462,28.674982424836493,67.7395376282312
36000,B6970,114.69325089418821,34.079243600850454,184.5708769162373
36000,B6696,107.8490083983494,29.824128915964184,72.8361278697218
36000,B1466,114.70599132855999,34.211034268773616,184.5780289713038
36000,B8282,109.4144087987587,28.41365759348702,11.038841671015662
36000,B6293,110.80829489334961,28.86901963348657,302.74213926689225
36000,B3210,112.52319809328583,33.2280122001282,176.01620368438992
36000,B1331,115.95908703293499,30.894417280952986,232.15953524212034
36000,B5615,114.57551575208899,32.852927236899156,184.56765583695426
36000,B5405,113.59155555474581,28.62488214587908,3.363163455437859
36000,B5696,114.56288570387501,32.71991699700773,184.5607656132385
36000,B5643,112.48949794078723,33.63093248721169,175.9976622468411
36000,B8633,109.79593731522651,28.700694914916234,67.77394147479157
36000,B1727,115.62200878456504,29.629916940655022,339.18550037149043
36000,B5386,110.67835997221907,28.94204193183186,302.6843493454199
36000,B7372,113.60070128878904,28.760378499543634,3.8596872907628823
36000,B2696,113.59395167580915,28.660662480435796,3.3644105455817033
36000,B1450,114.6589245086262,33.722105968467446,184.55172156970764
36000,B6568,114.60466874778355,33.15842849328661,184.58350488593047
36000,B2657,115.80520446921116,30.792643236166107,232.51851018618873
36000,B6627,115.34038855822334,30.272327750047218,339.1601998448294
36180,B9960,113.62030050290977,29.014410002968123,3.8690360118419402
36180,B1712,114.34421977420655,30.622988625958346,282.990923799023
36180,B1373,114.09991209573347,33.697182226551114,165.37314271689854
36180,ACFT#131,113.21921864752336,29.32653995122963,35.361301262747716
36180,B2371,114.59851446568068,30.572272471860778,283.1153098594715
36180,ACFT#395,114.33217564033224,32.95397375022493,165.37113023892374
36180,B6290,113.64693412776151,29.35751141699455,3.886915239830878
36180,B6955,114.9571470407464,30.499926870077836,283.2871341331362
36180,B8446,111.74654096926145,29.411531132653487,56.83570326237466
36180,B8632,114.42098756671217,30.88667047582816,302.90192121649613
36180,B1916,113.62169356412713,29.032425397057448,3.869813783536132
36180,B6992,113.86446993687233,30.24599766530161,24.089338942963277
36180,B5392,109.5619027674717,33.30464091323825,181.56633049986422
36180,B6773,109.52447762960065,32.14546790786325,181.54750457326764
36180,ACFT#375,110.12787843910338,28.819122765559584,67.93364567091342
36180,B6970,114.65665187575456,33.69835512261333,184.55046768366594
36180,B6696,108.27030082384026,29.936212553567767,73.0460047896993
36180,B1466,114.6692787565872,33.830149550037774,184.55748636226804
36180,B8282,109.64019861668001,28.659982459546956,36.71448281579045
36180,B6293,110.45022917732032,29.0697809259472,302.56872197974747
36180,B3210,112.6303836845522,32.87604949898413,121.49815880755219
36180,B1331,115.60896590105236,30.663049330170896,232.4185465988199
36180,B5615,114.53977560322876,32.482072023818226,184.73837853490863
36180,B5405,113.6192462061175,29.00080911132222,3.869025582019916
36180,B5696,114.52600422558976,32.34169829211301,184.73141711486733
36180,B5643,112.52138708961992,33.24976196077832,176.01523729118696
36180,B8633,110.1997485240867,28.84462195391595,67.96830297555493
36180,B1727,115.47361793351654,29.96906610587269,339.2270211060991
36180,B5386,110.36519850940361,29.154656455925473,329.82952947301123
36180,B7372,113.63014951047393,29.14160687295185,3.873940580204107
36180,B2696,113.62243041621171,29.04194307359578,3.870069419065798
36180,B1450,114.6250979294436,33.37124849962104,184.59468890366435
36180,B6568,114.56930200892026,32.78753922160961,184.56425470089263
36180,B2657,115.45308562051522,30.55965330719034,232.33885201152378
36180,B6627,115.06213990965243,30.547018419393474,301.7808234126441
36360,B9960,113.64990709352473,29.395633313976802,3.8883734643283963
36360,B1712,113.9194727167381,30.62580138878965,237.2881764403679
36360,B1373,114.20475322120546,33.361657665512965,165.30152425630484
36360,ACFT#131,113.46236589445839,29.62776986363564,35.1228618886285
36360,B2371,114.1625560453026,30.658912872799927,282.8932913578437
36360,ACFT#395,114.44670040636316,32.58420948016916,165.433123956611
36360,B6290,113.67676473729445,29.738727397638748,3.901624840511113
36360,B6955,114.54703562581193,30.582654284921574,283.07873634881264
36360,B8446,112.10928575616103,29.617111737409342,57.01439666563407
