36960,600,10100,113.43704536412812,30.357341048944477
36840,1200,10700,114.5101214194511,32.17447671384383
36840,-600,7200,112.90648339017498,30.06255432800667
36960,600,10100,114.45995239870706,31.64311538753199
36840,-600,6300,114.49614267435165,32.02646382040454
36840,-1200,8100,114.48470112281848,31.90497073414199
36840,-1200,6900,114.38463608919002,31.239764811323194
36840,1200,8100,114.47565084048496,31.808642239584906
36840,1200,8900,114.4492468147501,31.530623063130175
36840,1200,11000,113.57710670268908,30.435752284371222
36840,-600,10400,114.1857176344606,30.86303666388168
37680,600,9500,114.50310510672311,32.1002492876906
36840,1200,9500,111.32420884453579,30.541033924313034
36840,-600,8900,114.20306702529189,30.89552787215168
36840,1200,9800,114.3237545760245,31.124169586192977
37440,-600,9500,111.48031492307597,30.507877764194774
36840,-600,9800,114.44803080906176,31.520054886516053
37440,-600,10400,114.44757846790391,31.515351878088236
37800,600,9500,112.56635842472977,30.615071660183975
36840,-1200,7500,110.03897763314991,30.358384296108298
37560,600,10400,113.98099943627676,30.471120352647105
37560,600,10400,114.19406933119032,30.87893714621734
36840,-1200,7200,114.47205698189396,31.770291870177154
37440,-600,9200,114.32636064961207,31.129588700597022
37800,-600,8400,114.32636064961207,31.129588700597022
