36840,1200,10100,114.38782261989213,31.24578628726609
36840,1200,8100,114.32552364736429,31.127938252692214
37680,600,9500,113.74999223705954,30.531505712198264
37680,600,9800,111.8581011797665,30.242945209102597
37800,600,10400,111.8581011797665,30.242945209102597
36840,-1200,9800,114.52838648609746,32.36600452374742
36840,-1200,7500,114.38671844398883,31.243680165515965
37800,600,9200,111.77857683926955,30.577567268030766
36840,-1200,8400,114.10289346820709,30.70446597913509
36840,1200,11000,114.09155475683029,30.682575593628183
36840,-600,9200,114.27507956055194,31.032996789080496
37800,-600,9800,112.38364210758155,29.771411107899457
36600,600,9800,114.34397698320244,31.1623168829708
36840,-600,8400,114.23852860703968,30.962420365503228
36840,-1200,9800,114.43297320570964,31.3634885814063
36720,-600,10400,114.61368337118127,33.25246315331593
37440,600,11600,114.29149202310522,31.06386737778576
36840,1200,8100,110.14112565960231,30.992546298112345
37440,-600,7200,114.36105002923115,31.194529120962297
37800,-600,6600,114.36105002923115,31.194529120962297
37440,-600,9500,109.79464581054363,31.275623647892775
