36840,1200,9800,112.8892477806508,30.053016502679554
36840,-1200,8100,112.92833686165596,30.074572717109767
37680,600,10400,111.37936939393218,30.54859015956846
36840,-600,7500,112.3476003561222,29.75121665573947
37680,600,10400,111.25911596988576,30.532111225825698
37440,-600,9800,112.66957554845108,29.931093018378355
36840,-1200,9800,113.67423277453854,30.4895194275736
36840,-600,7500,114.25666907624576,30.99748572176745
36840,1200,9800,113.68216107306924,30.67716628199352
36840,-1200,8900,114.16001841112491,30.813376801733348
36600,600,9200,114.43358836655086,31.369891579837017
37440,-600,8900,112.88805413557695,30.05232730088963
36840,-600,9500,114.01910325409935,30.544135410810796
36840,1200,11000,114.12841994064827,30.75323802308426
36840,-600,8400,114.10975009197061,30.717883020954236
36840,-1200,8400,114.29871404701544,31.077840076906686
36840,-600,10400,114.4335382447416,31.369371521624927
36840,-600,9500,110.31198238184464,30.936883439492323
36600,600,9800,114.52286873811235,32.30903226182978
36840,1200,8900,110.2897435277084,30.39494564124541
37560,600,7800,114.03983807253617,30.58389905559977
36840,-1200,9800,114.50482263860724,32.118381681132
36840,-600,9500,109.68446474058298,31.52374453328717
37440,-600,10100,114.45605461874884,31.603238512311595
36840,-1200,8400,114.50741558575875,32.14583225948461
36840,-1200,7500,109.61308877309182,31.68470697994965
