36840,1200,11900,114.50198108534154,32.08836171003754
36840,-1200,8100,114.51813917787196,32.25915611919486
36840,-1200,7500,113.23269033948662,30.242892905125693
36840,-600,7500,114.47473814331737,31.798885630782774
37680,600,9800,110.45727117489714,30.41917676823392
36840,-600,9200,113.34093490382025,30.653727999241156
36840,-1200,8100,114.43057912582219,31.336719263936587
36840,-600,10400,113.60800244031094,30.452697817812634
36840,-600,8100,114.35006269829813,31.174362547520158
36840,-600,7500,112.29392840145964,29.7211271019703
37560,600,7500,114.51992485357253,32.27799428425745
36840,-600,10100,114.09414603563336,30.687544887065794
36600,600,11000,114.43380831325688,31.37218653771491
37680,-600,8100,114.50676483355724,32.13899509793189
36840,-1200,6900,110.88590923156264,30.480184113130775
36600,600,10400,114.46385506524274,31.684004826775933
37680,600,10100,112.4907796282759,30.611656900158664
36840,-1200,9800,114.4932418607683,31.99565297380053
36840,-1200,9200,114.51090666338752,32.18275512907358
37560,600,10700,111.31859536896589,30.613810210946465
37800,600,11000,111.31859536896589,30.613810210946465
37680,600,7800,114.2144678549852,30.917586702594573
37680,600,8100,111.10557688434304,30.510875740862968
