step,section_0_reward,section_1_reward,section_2_reward,section_0_payload,section_1_payload,section_2_payload
365,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
366,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
367,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
368,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
369,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
370,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
371,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
372,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
373,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
374,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
375,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
376,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
377,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
378,0.0,118.22739285714357,0.0,534.5427414141409,594.1267857142864,493.3065194721946
379,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
380,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
381,0.0,0.0,26.243611315872556,534.5427414141409,485.8143928571428,509.5501307880672
382,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
383,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
384,0.0,118.31239285714355,0.0,534.5427414141409,594.1267857142864,493.3065194721946
385,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
386,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
387,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
388,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
389,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
390,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
391,0.0,0.0,26.243611315872556,534.5427414141409,485.8143928571428,509.5501307880672
392,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
393,0.0,31.56219603174651,0.0,534.5427414141409,507.37658888888933,498.4609117965367
394,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
395,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
396,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
397,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
398,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
399,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
400,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
401,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
402,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
403,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
404,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
405,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
406,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
407,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
408,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
409,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
410,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
411,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
412,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
413,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
414,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
415,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
416,0.0,0.0,10.0,534.5427414141409,507.37658888888933,498.4609117965367
417,0.0,10.0,0.0,534.5427414141409,507.37658888888933,498.4609117965367
418,0.0,0.0,21.08921899153046,534.5427414141409,485.8143928571428,509.5501307880672
419,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
420,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
421,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
422,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
423,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
424,0.0,118.31239285714355,0.0,534.5427414141409,594.1267857142864,493.3065194721946
425,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
426,0.0,0.0,51.157154337329075,534.5427414141409,485.8993928571428,534.4636738095237
427,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
428,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
429,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
430,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
431,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
432,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
433,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
434,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
435,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
436,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
437,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
438,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
439,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
440,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
441,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
442,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
443,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
444,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
445,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
446,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
447,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
448,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
449,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
450,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
451,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
452,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
453,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
454,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
455,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
456,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
457,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
458,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
459,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
460,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
461,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
462,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
463,0.0,118.22739285714357,0.0,534.5427414141409,594.1267857142864,493.3065194721946
464,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
465,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
466,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
467,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
468,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
469,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
470,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
471,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
472,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
473,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
474,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
475,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
476,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
477,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
478,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
479,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
480,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
481,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
482,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
483,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
484,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
485,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
486,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
487,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
488,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
489,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
490,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
491,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
492,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
493,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
494,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
495,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
496,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
497,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
498,0.0,0.0,10.0,534.5427414141409,594.1267857142864,493.3065194721946
499,10.0,0.0,0.0,534.5427414141409,594.1267857142864,493.3065194721946
500,0.0,0.0,51.157154337329075,534.5427414141409,485.8993928571428,534.4636738095237
501,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
502,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
503,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
504,0.0,10.0,0.0,534.5427414141409,485.8993928571428,534.4636738095237
505,0.0,112.9803321428571,0.0,530.071050946276,588.8797249999999,534.4636738095237
506,0.0,0.0,10.0,530.071050946276,588.8797249999999,534.4636738095237
507,10.0,0.0,0.0,530.071050946276,588.8797249999999,534.4636738095237
508,0.0,0.0,10.0,530.071050946276,588.8797249999999,534.4636738095237
509,10.0,0.0,0.0,530.071050946276,588.8797249999999,534.4636738095237
510,0.0,0.0,10.0,530.071050946276,588.8797249999999,534.4636738095237
511,10.0,0.0,0.0,530.071050946276,588.8797249999999,534.4636738095237
512,10.0,0.0,0.0,530.071050946276,588.8797249999999,534.4636738095237
513,0.0,0.0,16.141259417298443,530.071050946276,544.0047166666666,540.6049332268221
514,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
515,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
516,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
517,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
518,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
519,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
520,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
521,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
522,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
523,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
524,0.0,0.0,25.55480427317775,530.071050946276,567.9204500000001,556.1597374999999
525,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
526,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
527,0.0,0.0,10.0,530.071050946276,567.9204500000001,556.1597374999999
528,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
529,0.0,0.0,10.0,530.071050946276,567.9204500000001,556.1597374999999
530,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
531,0.0,0.0,10.0,530.071050946276,567.9204500000001,556.1597374999999
532,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
533,0.0,0.0,10.0,530.071050946276,567.9204500000001,556.1597374999999
534,14.471690467864846,0.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
535,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
536,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
537,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
538,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
539,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
540,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
541,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
542,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
543,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
544,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
545,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
546,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
547,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
548,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
549,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
550,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
551,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
552,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
553,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
554,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
555,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
556,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
557,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
558,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
559,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
560,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
561,0.0,10.0,0.0,549.5567394300141,522.4965315295809,556.1597374999999
562,0.0,-30.925076984126576,0.0,549.5567394300141,481.57145454545434,540.6049332268221
563,0.0,72.43326212121224,0.0,530.071050946276,544.0047166666666,540.6049332268221
564,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
565,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
566,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
567,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
568,0.0,0.0,10.0,530.071050946276,544.0047166666666,540.6049332268221
569,10.0,0.0,0.0,530.071050946276,544.0047166666666,540.6049332268221
570,0.0,0.0,25.55480427317775,530.071050946276,567.9204500000001,556.1597374999999
571,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
572,0.0,0.0,10.0,530.071050946276,567.9204500000001,556.1597374999999
573,10.0,0.0,0.0,530.071050946276,567.9204500000001,556.1597374999999
574,0.0,0.0,6.570656114718645,530.071050946276,573.2771833333339,552.7303936147185
575,10.0,0.0,0.0,530.071050946276,573.2771833333339,552.7303936147185
576,0.0,0.0,59.12050717893237,530.071050946276,569.7840833333341,601.8509007936509
577,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
578,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
579,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
580,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
581,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
582,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
583,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
584,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
585,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
586,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
587,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
588,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
589,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
590,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
591,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
592,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
593,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
594,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
595,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
596,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
597,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
598,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
599,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
600,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
601,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
602,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
603,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
604,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
605,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
606,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
607,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
608,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
609,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
610,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
611,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
612,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
613,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
614,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
615,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
616,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
617,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
618,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
619,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
620,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
621,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
622,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
623,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
624,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
625,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
626,10.0,0.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
627,0.0,10.0,0.0,530.071050946276,569.7840833333341,601.8509007936509
628,10.0,0.0,0.0,530.071050946276,598.565202380953,601.8509007936509
629,0.0,10.0,0.0,530.071050946276,598.565202380953,601.8509007936509
630,10.0,0.0,0.0,530.071050946276,598.565202380953,601.8509007936509
631,0.0,10.0,0.0,530.071050946276,598.565202380953,601.8509007936509
632,10.0,0.0,0.0,530.071050946276,598.565202380953,601.8509007936509
633,0.0,10.0,0.0,530.071050946276,598.565202380953,601.8509007936509
634,10.0,0.0,0.0,530.071050946276,598.565202380953,601.8509007936509
635,0.0,10.0,0.0,530.071050946276,598.565202380953,601.8509007936509
636,10.0,0.0,0.0,530.071050946276,598.565202380953,601.8509007936509
637,0.0,10.0,0.0,530.071050946276,598.565202380953,601.8509007936509
638,14.471690467864846,0.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
639,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
640,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
641,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
642,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
643,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
644,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
645,0.0,10.0,0.0,534.5427414141409,475.91971111111116,601.8509007936509
646,0.0,22.74505019841223,0.0,534.5427414141409,488.6647613095234,552.7303936147185
647,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
648,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
649,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
650,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
651,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
652,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
653,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
654,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
655,0.0,10.0,0.0,534.5427414141409,488.6647613095234,552.7303936147185
656,0.0,43.831770220057535,0.0,534.5427414141409,522.4965315295809,556.1597374999999
657,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
658,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
659,0.0,10.0,0.0,534.5427414141409,522.4965315295809,556.1597374999999
660,0.0,-30.312076984126634,0.0,534.5427414141409,482.1844545454543,540.6049332268221
661,0.0,10.0,0.0,534.5427414141409,482.1844545454543,540.6049332268221
662,0.0,10.0,0.0,534.5427414141409,482.1844545454543,540.6049332268221
663,0.0,13.629938311688534,0.0,534.5427414141409,485.8143928571428,509.5501307880672
664,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
665,0.0,0.0,10.0,534.5427414141409,485.8143928571428,509.5501307880672
666,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
667,0.0,0.0,10.0,534.5427414141409,485.8143928571428,509.5501307880672
668,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
669,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
670,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
671,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
672,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
673,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
674,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
675,0.0,10.0,0.0,534.5427414141409,485.8143928571428,509.5501307880672
676,0.0,31.56219603174651,0.0,549.5567394300141,507.37658888888933,509.5501307880672
677,0.0,10.0,0.0,549.5567394300141,507.37658888888933,509.5501307880672
678,0.0,10.0,0.0,549.5567394300141,507.37658888888933,509.5501307880672
679,0.0,10.0,0.0,549.5567394300141,507.37658888888933,509.5501307880672
680,0.0,10.0,0.0,549.5567394300141,507.37658888888933,509.5501307880672
681,0.0,97.11786349206369,0.0,549.5567394300141,594.494452380953,493.3065194721946
682,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
683,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
684,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
685,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
686,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
687,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
688,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
689,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
690,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
691,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
692,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
693,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
694,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
695,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
696,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
697,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
698,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
699,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
700,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
701,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
702,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
703,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
704,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
705,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
706,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
707,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
708,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
709,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
710,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
711,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
712,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
713,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
714,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
715,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
716,0.0,0.0,10.0,549.5567394300141,594.494452380953,493.3065194721946
717,10.0,0.0,0.0,549.5567394300141,594.494452380953,493.3065194721946
718,0.0,0.0,51.157154337329075,549.5567394300141,508.54958888888933,534.4636738095237
719,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
720,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
721,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
722,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
723,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
724,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
725,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
726,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
727,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
728,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
729,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
730,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
731,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
732,0.0,10.0,0.0,549.5567394300141,508.54958888888933,534.4636738095237
