step,section_0_payload,section_1_payload,section_2_payload,section_1_reward,section_2_reward,section_0_reward
34,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
35,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
36,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
37,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
38,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
39,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
40,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
41,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
42,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
43,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
44,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
45,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
46,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
47,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
48,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
49,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
50,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
51,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
52,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
53,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
54,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
55,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
56,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
57,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
58,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
59,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
60,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
61,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
62,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
63,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
64,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
65,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
66,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
67,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
68,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
69,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
70,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
71,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
72,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
73,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
74,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
75,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
76,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
77,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
78,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
79,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
80,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
81,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
82,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
83,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
84,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
85,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
86,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
87,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
88,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
89,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
90,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
91,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
92,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
93,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
94,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
95,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
96,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
97,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
98,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
99,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
100,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
101,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
102,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
103,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
104,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
105,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
106,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
107,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
108,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
109,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
110,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
111,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
112,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
113,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
114,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
115,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
116,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
117,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
118,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
119,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
120,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
121,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
122,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
123,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
124,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
125,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
126,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
127,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
128,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
129,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
130,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
131,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
132,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
133,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
134,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
135,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
136,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
137,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
138,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
139,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
140,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
141,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
142,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
143,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
144,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
145,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
146,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
147,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
148,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
149,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
150,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
151,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
152,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
153,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
154,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
155,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
156,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
157,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
158,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
159,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
160,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
161,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
162,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
163,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
164,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
165,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
166,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
167,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
168,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
169,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
170,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
171,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
172,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
173,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
174,760.8624999999998,601.8509007936509,279.24737619047636,33.71309920634906,10.0,184.14996666666696
175,586.7125333333329,625.564,279.24737619047636,33.71309920634906,10.0,184.14996666666696
176,586.7125333333329,619.4333333333334,301.6211873015874,33.71309920634906,32.373811111111024,184.14996666666696
177,760.8624999999998,552.7303936147185,301.6211873015874,33.71309920634906,32.373811111111024,184.14996666666696
178,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,32.373811111111024,184.14996666666696
179,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
180,760.8624999999998,552.7303936147185,301.6211873015874,76.70293971861486,10.0,184.14996666666696
181,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
182,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
183,760.8624999999998,552.7303936147185,301.6211873015874,76.70293971861486,10.0,184.14996666666696
184,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
185,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
186,760.8624999999998,552.7303936147185,301.6211873015874,76.70293971861486,10.0,184.14996666666696
187,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
188,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
189,760.8624999999998,552.7303936147185,301.6211873015874,76.70293971861486,10.0,184.14996666666696
190,586.7125333333329,619.4333333333334,301.6211873015874,76.70293971861486,10.0,184.14996666666696
191,586.7125333333329,624.6656666666668,355.2300238095237,76.70293971861486,63.6088365079363,184.14996666666696
192,760.8624999999998,513.7426347041849,355.2300238095237,76.70293971861486,63.6088365079363,184.14996666666696
193,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,63.6088365079363,184.14996666666696
194,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
195,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
196,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
197,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
198,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
199,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
200,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
201,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
202,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
203,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
204,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
205,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
206,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
207,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
208,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
209,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
210,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
211,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
212,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
213,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
214,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
215,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
216,760.8624999999998,513.7426347041849,355.2300238095237,120.9230319624819,10.0,184.14996666666696
217,586.7125333333329,624.6656666666668,355.2300238095237,120.9230319624819,10.0,184.14996666666696
218,586.7125333333329,625.6917000000001,355.2300238095237,120.9230319624819,10.0,184.14996666666696
219,760.8624999999998,536.3643202741703,355.2300238095237,120.9230319624819,10.0,184.14996666666696
220,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
221,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
222,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
223,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
224,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
225,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
226,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
227,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
228,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
229,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
230,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
231,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
232,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
233,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
234,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
235,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
236,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
237,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
238,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
239,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
240,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
241,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
242,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
243,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
244,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
245,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
246,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
247,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
248,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
249,760.8624999999998,536.3643202741703,355.2300238095237,99.32737972582981,10.0,184.14996666666696
250,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
251,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,184.14996666666696
252,586.7125333333329,625.6917000000001,355.2300238095237,99.32737972582981,10.0,10.0
253,586.7125333333329,633.345554761905,344.8708499999999,99.32737972582981,-0.35917380952378153,10.0
254,760.8624999999998,415.8737840548342,344.8708499999999,99.32737972582981,-0.35917380952378153,184.14996666666696
255,586.7125333333329,633.345554761905,344.8708499999999,227.4717707070708,-0.35917380952378153,184.14996666666696
256,586.7125333333329,618.5732833333335,390.18396259018766,227.4717707070708,55.31311259018776,184.14996666666696
257,760.8624999999998,406.3144880952382,390.18396259018766,227.4717707070708,55.31311259018776,184.14996666666696
258,586.7125333333329,618.5732833333335,390.18396259018766,222.25879523809533,55.31311259018776,184.14996666666696
259,586.7125333333329,618.5732833333335,390.18396259018766,222.25879523809533,10.0,184.14996666666696
260,760.8624999999998,406.3144880952382,390.18396259018766,222.25879523809533,10.0,184.14996666666696
261,586.7125333333329,618.5732833333335,390.18396259018766,222.25879523809533,10.0,184.14996666666696
262,586.7125333333329,610.5421416666671,404.31997098040847,222.25879523809533,24.13600839022081,184.14996666666696
263,760.8624999999998,453.7720083333334,404.31997098040847,222.25879523809533,24.13600839022081,184.14996666666696
264,586.7125333333329,610.5421416666671,404.31997098040847,166.77013333333372,24.13600839022081,184.14996666666696
265,586.7125333333329,584.0660833333338,435.58785585688827,166.77013333333372,41.2678848764798,184.14996666666696
266,549.5567394300141,633.345554761905,435.58785585688827,59.27947142857113,41.2678848764798,184.14996666666696
267,549.5567394300141,633.345554761905,435.58785585688827,59.27947142857113,10.0,184.14996666666696
268,586.7125333333329,584.0660833333338,435.58785585688827,59.27947142857113,10.0,47.155793903318795
269,549.5567394300141,633.345554761905,435.58785585688827,59.27947142857113,10.0,47.155793903318795
270,549.5567394300141,620.5882833333335,425.79834880952404,59.27947142857113,0.21049295263577505,47.155793903318795
271,586.7125333333329,568.3086666666676,425.79834880952404,59.27947142857113,0.21049295263577505,47.155793903318795
272,549.5567394300141,620.5882833333335,425.79834880952404,62.2796166666659,0.21049295263577505,47.155793903318795
273,549.5567394300141,620.5882833333335,425.79834880952404,62.2796166666659,10.0,47.155793903318795
274,586.7125333333329,568.3086666666676,425.79834880952404,62.2796166666659,10.0,47.155793903318795
275,549.5567394300141,620.5882833333335,425.79834880952404,62.2796166666659,10.0,47.155793903318795
276,549.5567394300141,584.0660833333338,463.7624198412699,62.2796166666659,47.964071031745846,47.155793903318795
277,586.7125333333329,515.167855555556,463.7624198412699,62.2796166666659,47.964071031745846,47.155793903318795
278,549.5567394300141,584.0660833333338,463.7624198412699,78.89822777777783,47.964071031745846,47.155793903318795
279,549.5567394300141,601.5476000000006,442.16580787268265,78.89822777777783,-11.59661196858724,47.155793903318795
280,586.7125333333329,485.8143928571428,442.16580787268265,78.89822777777783,-11.59661196858724,47.155793903318795
281,549.5567394300141,601.5476000000006,442.16580787268265,125.73320714285774,-11.59661196858724,47.155793903318795
282,549.5567394300141,601.5476000000006,442.16580787268265,125.73320714285774,10.0,47.155793903318795
283,586.7125333333329,485.8143928571428,442.16580787268265,125.73320714285774,10.0,47.155793903318795
284,549.5567394300141,601.5476000000006,442.16580787268265,125.73320714285774,10.0,47.155793903318795
285,549.5567394300141,601.5476000000006,442.16580787268265,125.73320714285774,10.0,47.155793903318795
286,586.7125333333329,485.8143928571428,442.16580787268265,125.73320714285774,10.0,47.155793903318795
287,549.5567394300141,601.5476000000006,442.16580787268265,125.73320714285774,10.0,47.155793903318795
288,549.5567394300141,568.3086666666676,493.3065194721946,125.73320714285774,61.140711599511974,47.155793903318795
289,586.7125333333329,481.6694545454543,493.3065194721946,125.73320714285774,61.140711599511974,47.155793903318795
290,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,61.140711599511974,47.155793903318795
291,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
292,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
293,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
294,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
295,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
296,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
297,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
298,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
299,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
300,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
301,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
302,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
303,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
304,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
305,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
306,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
307,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
308,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
309,549.5567394300141,568.3086666666676,493.3065194721946,96.63921212121329,10.0,47.155793903318795
310,586.7125333333329,481.6694545454543,493.3065194721946,96.63921212121329,10.0,47.155793903318795
