133,37170,[True],111.49461715793035,30.526327923344468,1,27.041937112808228,27,,,"[ALTCMD: <TIME:36850, DELTA:-600.00,TARGET:7500.00>]",,B1800
133,37440,[False],114.13879955522304,30.773071628259743,2,21.13966941833496,1,1,,,"[ALTCMD: <TIME:37080, DELTA:-600.00,TARGET:8400.00>]","[ALTCMD: <TIME:37080, DELTA:-600.00,TARGET:8400.00>]",B2069,B2069
