160,36480,[False],114.11993247307261,30.736802117943768,2,19.52425980567932,1,1,,,"[ALTCMD: <TIME:36120, DELTA:-600.00,TARGET:9500.00>]","[ALTCMD: <TIME:36120, DELTA:-600.00,TARGET:9500.00>]",B6817,B6817
160,37740,[True],111.51547853342387,30.563900070861454,1,49.758466958999634,27,,,"[ALTCMD: <TIME:37420, DELTA:-600.00,TARGET:7200.00>]",,B8331
