22,36570,[False],114.11608279562483,30.729705028178145,2,15.578603982925415,1,1,,,"[ALTCMD: <TIME:36210, DELTA:-600.00,TARGET:8100.00>]","[ALTCMD: <TIME:36210, DELTA:-600.00,TARGET:8100.00>]",B5766,B5766
22,36810,[False],114.12848948883361,30.75315766272196,2,34.98638725280762,1,1,,,"[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:7800.00>]","[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:8400.00>]",B6643,ACFT#193
22,36810,[False],114.12597006466908,30.74824057806455,2,20.677438020706177,1,1,,,"[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:7800.00>]","[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:8400.00>]",B6643,ACFT#193
22,37620,[True],114.1141733618914,30.726081468105683,1,27.939915418624878,1,,,"[ALTCMD: <TIME:37260, DELTA:-600.00,TARGET:9200.00>]",,N666HY
