38,36630,[False],114.12309216604763,30.74310776659495,2,16.23846125602722,1,1,,,"[ALTCMD: <TIME:36270, DELTA:-600.00,TARGET:7800.00>]","[ALTCMD: <TIME:36270, DELTA:-600.00,TARGET:7800.00>]",B1916,B1916
38,37470,[False],114.1116465118654,30.721519625081537,0,35.87021565437317,,,,
