263,36990,[True],112.82935807772523,30.62656634385693,2,40.88167667388916,1,1,,,"[ALTCMD: <TIME:36630, DELTA:-600.00,TARGET:8400.00>]","[ALTCMD: <TIME:36630, DELTA:-600.00,TARGET:9200.00>]",B8575,B5333
263,37050,[False],114.13330151398935,30.76299648901469,4,32.23843860626221,1,1,1,1,,,"[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:7800.00>]","[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:8400.00>]","[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:7800.00>]","[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:9800.00>]",B1326,ACFT#166,B1326,B1739
