273,36960,[False],113.30050176057809,30.65085767707872,0,35.71159291267395,,,,
273,37530,[True],114.11823784964051,30.73395743566767,1,27.180189609527588,1,,,"[ALTCMD: <TIME:37170, DELTA:-600.00,TARGET:8400.00>]",,ACFT#97
