105,36390,[True],114.01212453654277,30.671210342493,1,9.39149522781372,1,,,"[ALTCMD: <TIME:36030, DELTA:-600.00,TARGET:9800.00>]",,B1376
105,37020,[False],114.01253153864886,30.66514505015015,2,29.06536889076233,1,1,,,"[ALTCMD: <TIME:36660, DELTA:-600.00,TARGET:10400.00>]","[ALTCMD: <TIME:36660, DELTA:-600.00,TARGET:10400.00>]",B6851,B6851
105,37050,[True],113.92140779438057,30.62622842087026,3,29.59484338760376,1,1,1,,,"[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:10400.00>]","[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:9200.00>]","[ALTCMD: <TIME:36690, DELTA:-600.00,TARGET:10100.00>]",B6851,B6018,B1712
