80,36690,[True],114.03533373902762,30.68268878757839,1,15.358426570892334,1,,,"[ALTCMD: <TIME:36330, DELTA:-600.00,TARGET:7800.00>]",,B6332
80,37710,[False],111.4913078924857,30.562599056605688,2,39.5672173500061,1,1,,,"[ALTCMD: <TIME:37350, DELTA:-600.00,TARGET:9500.00>]","[ALTCMD: <TIME:37350, DELTA:-600.00,TARGET:9500.00>]",B6822,B6822
