248,36990,[False],114.10829551815885,30.71479425815316,2,29.545506954193115,1,1,,,"[ALTCMD: <TIME:36630, DELTA:-600.00,TARGET:7500.00>]","[ALTCMD: <TIME:36630, DELTA:-600.00,TARGET:7500.00>]",B1923,B1923
248,37200,[False],114.14220082225907,30.779496689224104,0,26.74242925643921,,,,
