144,36510,[True],114.0252223600091,30.681984296041957,1,12.779348850250244,1,,,"[ALTCMD: <TIME:36150, DELTA:-600.00,TARGET:8400.00>]",,B6561
144,37350,[True],114.11355246224898,30.724488841972637,2,42.740551710128784,1,1,,,"[ALTCMD: <TIME:36990, DELTA:-600.00,TARGET:6900.00>]","[ALTCMD: <TIME:36990, DELTA:-600.00,TARGET:7200.00>]",B6252,B5836
