53,36930,[True],114.0643780725699,30.695578383148142,1,21.214191675186157,1,,,"[ALTCMD: <TIME:36570, DELTA:-600.00,TARGET:8400.00>]",,B8500
53,37290,[False],114.12928484678007,30.755209788096288,2,34.224735498428345,40,1,,,"[ALTCMD: <TIME:36990, DELTA:-600.00,TARGET:8100.00>]","[ALTCMD: <TIME:36930, DELTA:-600.00,TARGET:8900.00>]",B2728,B2760
