245,36870,[False],114.12379646134188,30.744393854749266,1,39.28828167915344,1,,,"[ALTCMD: <TIME:36510, DELTA:-600.00,TARGET:9500.00>]",,B5022
245,36870,[False],114.11179132012742,30.721571772748806,0,22.796070337295532,,,,
