272,36810,[False],113.20654777249528,30.228182187301947,2,27.530034065246582,1,1,,,"[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:8100.00>]","[ALTCMD: <TIME:36450, DELTA:-600.00,TARGET:8100.00>]",B6347,B6347
272,36930,[True],113.49182604964523,30.387648605399804,1,14.714609146118164,27,,,"[ALTCMD: <TIME:36610, DELTA:-600.00,TARGET:7800.00>]",,B6472
272,36990,[False],114.10434422676785,30.707114118747306,0,24.54736018180847,,,,
